sub_ID,trial_number,physical_activation,trial_congruency,resp_correctness,reaction_times
sub-06,653,low_activation,congruent,correct,1277
sub-06,654,low_activation,congruent,,NaN
sub-06,655,low_activation,congruent,correct,748
sub-06,656,low_activation,congruent,correct,751
sub-06,657,low_activation,congruent,correct,608
sub-06,658,low_activation,congruent,correct,714
sub-06,659,low_activation,incongruent,correct,761
sub-06,660,low_activation,incongruent,correct,821
sub-06,661,low_activation,incongruent,correct,897
sub-06,662,low_activation,congruent,correct,749
sub-06,663,low_activation,congruent,correct,699
sub-06,664,low_activation,congruent,correct,679
sub-06,665,low_activation,congruent,correct,576
sub-06,666,low_activation,congruent,correct,489
sub-06,667,low_activation,congruent,correct,679
sub-06,668,low_activation,incongruent,correct,759
sub-06,669,low_activation,incongruent,correct,643
sub-06,670,low_activation,congruent,correct,593
sub-06,671,low_activation,congruent,correct,562
sub-06,672,low_activation,congruent,correct,757
sub-06,673,low_activation,congruent,correct,605
sub-06,674,low_activation,congruent,correct,603
sub-06,675,low_activation,congruent,correct,469
sub-06,676,low_activation,congruent,correct,697
sub-06,677,low_activation,incongruent,correct,741
sub-06,678,low_activation,congruent,correct,544
